run,run_dir,final_lattice_code,nframes,final_crystal_shape,BC_spatial_distribution,use_anneal,other_notes,gr_messiness,weird_features,how_initialized,kT,EE,chain_num,linker
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,BCC,1.4,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,1.4,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,(neat) crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,1.2,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,1.2,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,BCC,1.1,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCT2a,localized in weird line things,"","ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box,BCC,1.1,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,0.9,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a-altcenter,136,BCT2a-altcenter,localized in weird line things,"",quadruple coord num 16,overlapped peaks but indentifiable ones,tetragonal sim box,BCC,0.9,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,0.7,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a-altcenter,136,SHa - polycrystal? - coex w cubic layer,"region dependent, neat sublattices",yes,double coord num 8,crystalline peaks,"maybe NiAs, peaks: 10.4, 11.5, 14.4, 18, 18.3",BCC,0.7,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_4,"",BCTsqrt(2/3)a polycrystal,136,BCTsqrt(2/3)a,neat sublattice,no,"coord num 10, double coord num 14",crystalline peaks,"peaks: 10.95, 13.35, 17.35, 18.95, 21.85",BCC,0.5,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_4_chn_num_3_linker_10,"",A20 polycrystal,136,A20 polycrystal,neat sublattice,"","coord num 8, double coord num 18",FCC/SC peaks,jammed but has crystalline peaks,BCC,0.5,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_4,"",SH,136,SH,very neat sublattice,"","coord num 8, double coord num 18",FCC/SC peaks,hexagonal sublattice in the 111 direction,BCC,0.3,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_4_chn_num_3_linker_10,"",SC,136,SC,very neat squares,"","coord num 6, double coord num 18",FCC/SC peaks,triclinic sim box,BCC,0.3,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.75_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",traces of mobile delocalized region,BCC,1.75,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.85_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,136,BCC,"crosses, delocalized region caused by point defect (AC off lattice point) ","",double coord num 14,"BCC peaks, almost pristine","",BCC,1.85,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, almost pristine","",BCC,1.8,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.65_eps_-70_EE_6_chn_num_3_linker_6,"",fluid,136,fluid,"","","","two identifiable peaks, rest is not","",BCC,1.65,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.28_eps_-70_EE_6_chn_num_3_linker_4,"",fluid,136,fluid,very messy crosses,"",double coord num 13.7,"BCC peaks, very borad peaks",none,BCC,1.28,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 13.9,"BCC peaks, very broad peaks",none,BCC,1.25,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.23_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 13.95,"BCC peaks, very broad peaks",none,BCC,1.23,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.2,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,1,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,1,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",traces of mobile delocalized region,BCC,1,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, almost pristine",none,BCC,0.8,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_4,"",SH,136,SH,"slanted cubes, layered sublattice",yes,"coord num 8, double coord num 20","SC/FCC peaks, pristine",cannot identify what crystal it is even though it has known peaks,BCC,0.6,6,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_8,"",A20,136,BCTsqrt(10/3)-altcenter,"space spanning rhombuses, well defined sublattice",yes,"triple coord num 16, c = 2a",BCT peaks,"",FCC,1.3,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,136,A20 polycrystal,space spanning rhombuses,"no, rerun",coord num 7.95,no ID peaks,"sort of resembles the case when initialized as FCC, maybe",BCC,1.3,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,136,BCT2a,"space spanning rhombuses, well dfined sublattice","",triple coord num 16,BCT peaks,"It is like the case of 3 EE but the lattice is better defined, this is the same crystal from row 534 (BCC_kt_1.1_ee_4), c = 2a in both cases!",FCC,1.3,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,136,coexistance BCC/FCC,"region dependent, neat crosses and messy hexes","",double coord num 13.33,"BCC peaks, broad peaks",propagating delocalized surface,BCC,1.3,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,136,BCC,crosses,"","","BCC peaks, almost pristine",none,FCC,1.3,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_8,"",BCC,107,BCC,"crosses and very messy, noisey patches","","","BCC peaks, broad peaks",stablizes around frame 40,FCC,1.3,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_9_chn_num_3_linker_8,need to run longer,jammed,135,lattice no ID with messy region,"",no,"double coord 14.5, system slowly congeals into crystal but some regions are still very messy",broad peaks,none,BCC,1,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_9_chn_num_3_linker_8,"",HCP,135,jammed condensed matter,messy sublattice,yes,coord num 4,pristine and shouldering peaks,different crystal phases,BCC,0.8,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_9_chn_num_3_linker_8,"",BCTsqrt6a polycrystal,135,jammed condensed matter,messy sublattice and condensed areas,"no,",coord num 3.84,pristine and shouldering peaks,"",BCC,0.7,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,135,FCC,interlocking hexes,"",coord num 12,"FCC peaks, borad peaks",none,BCC,1.2,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_9_chn_num_3_linker_8,"",jammed,135,jammed condensed matter,messy sublattice,no,double coord num 14,"two broad peaks, fluid like afterwards",none,BCC,0.9,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,135,FCC,interlocking hexes,"",coord num 12,"FCC peaks, broad peaks",none,BCC,1.4,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,135,FCC,very very messy interlocking hexes,"",coord num 12,"FCC peaks, broad peaks",none,BCC,1.1,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_9_chn_num_3_linker_8,"",jammed,121,jammed,"","",coord num 4.18,"two broad peaks, fluid like afterwards","",FCC,0.8,9,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_9_chn_num_3_linker_8,"",gas with liquid droplets,114,FCC,very messy crosses,no,coord num 12,"FCC peaks, broad peaks","",FCC,1.5,9,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_9_chn_num_3_linker_8,"",jammed,111,jammed,very messy,"",coord num 13.98,"two broad peaks, fluid like afterwards","",FCC,0.9,9,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_9_chn_num_3_linker_8,"",jammed condensed matter,127,jammed condensed matter,very messy,"",coord num 14.66,"two broad peaks, fluid like afterwards","",FCC,0.7,9,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_9_chn_num_3_linker_8,"",jammed,119,jammed,very messy,"","","two broad peaks, fluid like afterwards","",FCC,1,9,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_6,"",A20,135,BCT,"localized """"""""point"""""""" regions to hopping regions","yes, not squarewave anneal",triple coord num 16,"BCT peaks, initial triple peak, broad peaks","",BCC,0.8,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_6,"",A20 polycrystal,135,BCT,localized point regions to hopping regions,"yes, transitions at frame 40",coord num 10,"BCT peaks, pristine peaks",does not have clumped triple peak,BCC,0.7,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,135,coexistance BCC/FCC,"region dependent, messy crosses to very messy interlocking hexes","",double coord num 13,broad peaks,"middle region of PBC box is BCC, top-down z dir are probably FCC",BCC,1.6,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_7_chn_num_3_linker_8,"run for longer, FCC region coalesces towards end of initial simulation",coexistance BCC/FCC,135,coexistance BCC/FCC,"region dependent, messy crosses to very messy interlocking hexes","",double coord num 13.35,broad peaks,"most of the crystal is BCC, mesy region propagates until coalescing!",BCC,1.4,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,135,coexistance BCC/FCC,"region dependent, neat crosses to messy hopping regions",yes,double coord num 13.75,"two initial pristine BCC peaks, pristine peaks",mostly BCC but with small FCC domains,BCC,0.9,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,135,coexistance BCC/messy lattice,"region dependent, neat crosses to messy hopping regions",yes,double coord num 13.39,"two initial pristine BCC peaks, pristine peaks","middle region of PBC box is BCC, top-down z dir is a messy lattice",BCC,1.1,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,135,coexistance BCC/FCC,"region dependent, neat crosses to messy hopping regions","",double coord num 14.36,"two initial pristine BCC peaks, pristine peaks",BCC domains and glassy regions,BCC,0.8,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_7_chn_num_3_linker_8,"",liquid,135,liquid,"","","","","",BCC,1.7,7,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a-altcenter,135,BCT2a-altcenter,"region dependent, localized points to hopping/messy regions","",triple coord num 16,"BCT peaks, initial triple peak, broad peaks",none,FCC,1,4,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a-altcenter,135,BCT2a-altcenter,"region dependent, localized points to hopping/messy regions","",triple coord num 16,"BCT peaks, initial triple peak, broad peaks",some lattice points are offset,FCC,0.9,4,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_6,"",A20,135,A20,chain links,yes,coord num 8,pristine peaks,lattice points are connected by chain links of the small particles,FCC,0.8,4,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_6,"",A20,135,A20,chain links,yes,coord num 8,pristine peaks,lattice points are connected by chain links of the small particles,FCC,0.7,4,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_7_chn_num_3_linker_8,"",liquid,135,liquid,"","","","","",FCC,1.7,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/messy lattice,105,coexistance BCC/messy lattice,localized crosses regions to very messy regions,"",double coord num 13.4,"BCC peaks, broad peaks",lattice points rearrange to ordered position at frame 60,FCC,1.4,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/messy lattice,114,coexistance BCC/messy lattice,localized crosses to very messy regions,"",double coord num 13.3,"BCC peaks, broad peaks",lattice points rearrange to ordered position at frame 50,FCC,1.1,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/messy lattice,116,coexistance BCC/messy lattice,localized sublattice to very messy regions,"",double coord num 14.3,"BCC peaks, broad peaks",lattice points slowly congeal to ordered state,FCC,0.8,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,111,coexistance BCC/messy lattice,localized crosses to messy crosses,yes,double coord num 13.8,"BCC peaks, broad peaks",lattice points slowly congeal to ordered state,FCC,0.9,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/messy lattice,100,coexistance BCC/messy lattice,localized crosses to messy crosses,"",double coord num 13.1,"BCC peaks, very broad and shouldering peaks","lattice points slowly congeal to ordered state, there's much more messy region than ordered",FCC,1.6,7,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none,FCC,1.7,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,135,BCT2a,pristine sublattice,"",triple coord num 16,"BCT peaks, triple peak",none,BCC,1.5,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a polycrystal,135,BCT2a polycrystal,pristine sublattice,"",triple coord num 16,"BCT peaks, triple peak","displaces lattice points, maybe onset of transition between BCT and BCC",BCC,1.6,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_5_chn_num_3_linker_8,"","",135,pending - BCC with wave,"wavy crosses, may ressemble BCT sublattice",yes,double coord num 14,"BCCish peaks, broad peaks","lattice is wavy, becomes deformed over simulation time",FCC,0.8,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_5_chn_num_3_linker_8,"","",135,pending - BCC with wave,"wavy crosses, may ressemble BCT sublattice",yes,double coord num 14,"BCCish peaks, broad peaks","lattice is wavy, becomes deformed over simulation time",FCC,0.7,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a-altcenter,135,BCT2a-altcenter,ordered sublattice,"",triple coord num 16,"BCT peaks, triple peak",none,BCC,0.9,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a,135,BCC,very messy croses,yes,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.1,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.39_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peak",none,BCC,1.39,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.37_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peak",transforms by shearing from BCC to BCT at frame 41,BCC,1.37,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.38_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,messy sublattice,"",triple coord num 16,"BCT peaks, triple peak",transforms by shearing from BCC to BCT at frame 20,BCC,1.38,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,BCC,1.7,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.36_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,ordered sublattice,"",triple coord num 15.9,"BCT peaks, triple peak, very broad peaks",seems a little deformed,BCC,1.36,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,BCC,1.6,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks","none, lots hopping means low diffusion",BCC,1.4,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,crosses,"",double coord num 14,"BCC peaks, pristine peaks",none,BCC,1.2,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,crosses,"",double coord num 14,"BCC peaks, pristine peaks","none, low diffusing particles",BCC,1.1,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks,  pristine",none,BCC,0.9,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",none,BCC,1,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,FCC,1.6,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none,BCC,1.4,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,FCC,1.5,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,FCC,1.4,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a polycrystal,135,BCT2a polycrystal,ordered sublattice,"",triple coord num 16,"BCT peaks, triple peaks",BCT with offset lattice points that seem to create two large BCT domains,BCC,1.3,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",becomes BCC until frame 42,FCC,1.2,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",the lattice shrivels overtime until a min length,FCC,1.1,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",there seem to be breathing modes present,FCC,1,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",there seem to be breathing modes present,FCC,0.9,5,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none,BCC,1.4,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy crosses,yes,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.3,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy crosses,yes,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.2,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none,BCC,1.2,4,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.35_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none,BCC,1.35,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.325_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none,BCC,1.325,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.375_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a polycrystal,messy sublattice,yes,triple coord num 15.9,"BCT peaks, triple peaks",none,BCC,1.375,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",low diffusion,FCC,1.7,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter polycrystal,135,SH,sublattice localized on planes,yes,coord num 8,very neat,small particles move alone planes and do not seem to jump between them,BCC,0.7,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.7,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none,FCC,1.6,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.6,4,3,8-BCC
